edad,AniosDireccion,Gastocoche,Aniosempleo,Aniosresiden,ingres,ingres_pred,segmento
36.0,3.0,11.2,0.0,2.0,22.0,22.55328000077772,Muy Bajo
53.0,6.0,14.9,4.0,2.0,29.0,29.96893603704501,Bajo
53.0,18.0,25.2,10.0,1.0,53.0,50.45656200970806,Medio
44.0,1.0,17.6,8.0,1.0,36.0,35.33416598359106,Bajo
45.0,4.0,14.9,7.0,1.0,30.0,29.936137586882463,Bajo
63.0,1.0,9.0,4.0,3.0,18.0,18.265702253452947,Muy Bajo
41.0,12.0,22.3,1.0,4.0,45.0,44.733423347051975,Medio
29.0,9.0,16.0,5.0,3.0,31.0,32.12682558960701,Bajo
43.0,3.0,21.8,10.0,2.0,45.0,43.734669514841485,Medio
36.0,7.0,8.9,15.0,1.0,18.0,17.94536363127392,Muy Bajo
33.0,14.0,34.9,12.0,1.0,69.0,69.78400739835485,Alto
24.0,4.0,8.0,0.0,1.0,16.0,16.110387399084907,Muy Bajo
59.0,9.0,43.1,9.0,1.0,88.0,86.21825740485568,Alto
43.0,16.0,65.1,5.0,2.0,130.0,130.0720736393873,Muy Alto
28.0,2.0,33.7,2.0,2.0,67.0,67.43572525113294,Alto
43.0,3.0,16.2,1.0,1.0,34.0,32.51984050358116,Bajo
37.0,11.0,29.4,9.0,1.0,59.0,58.82581684072455,Alto
28.0,0.0,18.2,9.0,4.0,36.0,36.58206489967151,Medio
65.0,31.0,4.3,9.0,2.0,9.0,8.758340230187882,Muy Bajo
43.0,18.0,13.5,5.0,2.0,27.0,27.1086376837932,Bajo
30.0,6.0,23.4,0.0,1.0,48.0,46.84337619581078,Medio
22.0,2.0,12.6,4.0,1.0,25.0,25.298069538231985,Muy Bajo
28.0,2.0,10.2,2.0,1.0,21.0,20.519808869588957,Muy Bajo
56.0,7.0,17.5,6.0,2.0,36.0,35.162722469139034,Bajo
39.0,13.0,19.4,3.0,2.0,38.0,38.88768018810332,Medio
43.0,16.0,27.7,18.0,2.0,55.0,55.469587000978464,Alto
36.0,6.0,22.6,9.0,2.0,43.0,45.302030300024335,Medio
48.0,16.0,32.8,16.0,4.0,66.0,65.70785591896421,Alto
61.0,21.0,38.2,29.0,1.0,77.0,76.431554270877,Alto
28.0,3.0,7.9,1.0,1.0,16.0,15.92528905563118,Muy Bajo
32.0,13.0,25.2,5.0,1.0,51.0,50.4204517807861,Medio
53.0,27.0,28.5,16.0,1.0,57.0,57.01594626398646,Alto
45.0,7.0,18.6,4.0,4.0,37.0,37.383832472255975,Medio
48.0,27.0,21.4,21.0,2.0,45.0,42.87329794845092,Medio
28.0,5.0,65.1,5.0,5.0,130.0,130.1617783269745,Muy Alto
48.0,7.0,59.0,19.0,2.0,117.0,117.96875872265232,Muy Alto
26.0,1.0,17.6,8.0,1.0,35.0,35.29356381835753,Bajo
36.0,10.0,11.6,1.0,5.0,23.0,23.40758653147532,Muy Bajo
21.0,0.0,9.1,0.0,4.0,18.0,18.395152855067774,Muy Bajo
47.0,12.0,28.4,14.0,3.0,58.0,56.911445079419124,Alto
43.0,11.0,8.8,1.0,5.0,18.0,17.83279986723778,Muy Bajo
40.0,15.0,14.2,5.0,2.0,28.0,28.51004374668317,Bajo
42.0,7.0,46.4,21.0,1.0,94.0,92.79087272507314,Alto
29.0,2.0,17.0,4.0,1.0,35.0,34.09303418061682,Bajo
37.0,4.0,28.5,4.0,1.0,58.0,57.048992930240615,Alto
40.0,21.0,54.6,20.0,4.0,110.0,109.17379576911819,Muy Alto
58.0,2.0,55.5,18.0,2.0,111.0,111.02544758215228,Muy Alto
49.0,22.0,65.1,20.0,1.0,130.0,130.05914803476054,Muy Alto
69.0,20.0,4.9,21.0,1.0,10.0,9.998421006628378,Muy Bajo
32.0,3.0,13.0,5.0,1.0,25.0,26.116481314057747,Bajo
56.0,31.0,49.8,21.0,2.0,98.0,99.54161197772069,Muy Alto
28.0,6.0,20.0,0.0,1.0,41.0,40.05495695798946,Medio
54.0,8.0,65.1,26.0,3.0,130.0,130.1877727145002,Muy Alto
48.0,21.0,46.3,22.0,5.0,98.0,92.66142001480006,Alto
32.0,0.0,12.0,0.0,4.0,23.0,24.206239662839874,Muy Bajo
43.0,15.0,17.4,2.0,1.0,34.0,34.86979317465555,Bajo
27.0,6.0,9.3,0.0,1.0,19.0,18.70334411109105,Muy Bajo
51.0,8.0,23.9,21.0,1.0,49.0,47.91383701348837,Medio
40.0,17.0,8.0,0.0,3.0,16.0,16.150987370092896,Muy Bajo
51.0,25.0,65.1,19.0,4.0,130.0,130.1320201410225,Muy Alto
56.0,10.0,48.8,23.0,3.0,94.0,97.6570433104311,Muy Alto
34.0,11.0,15.2,2.0,5.0,31.0,30.583784678207707,Bajo
57.0,25.0,4.5,25.0,1.0,9.0,9.160410191027331,Muy Bajo
51.0,1.0,21.1,13.0,3.0,41.0,42.39555753297277,Medio
40.0,16.0,51.1,1.0,1.0,100.0,102.09811924510984,Muy Alto
22.0,3.0,6.8,1.0,1.0,14.0,13.716961272688167,Muy Bajo
36.0,3.0,15.2,4.0,3.0,31.0,30.567797114196537,Bajo
33.0,4.0,38.7,11.0,3.0,76.0,77.45701497796128,Alto
50.0,30.0,64.1,27.0,2.0,128.0,128.07368669789466,Muy Alto
48.0,27.0,24.4,16.0,1.0,50.0,48.82407308089383,Medio
38.0,7.0,31.0,5.0,1.0,63.0,62.029506928182414,Alto
39.0,14.0,30.8,14.0,1.0,62.0,61.62010051249577,Alto
38.0,6.0,13.7,15.0,1.0,27.0,27.53098542879217,Bajo
31.0,1.0,12.0,5.0,5.0,25.0,24.235181206314397,Muy Bajo
54.0,20.0,65.1,29.0,1.0,130.0,130.09227624561507,Muy Alto
40.0,10.0,7.9,0.0,1.0,16.0,15.9239791646996,Muy Bajo
35.0,9.0,35.5,0.0,1.0,70.0,70.98589940886265,Alto
69.0,15.0,7.8,29.0,1.0,16.0,15.816454452948516,Muy Bajo
57.0,27.0,49.4,24.0,4.0,96.0,98.82008910723442,Muy Alto
28.0,0.0,14.4,0.0,4.0,30.0,28.98585782025138,Bajo
53.0,2.0,65.1,22.0,5.0,130.0,130.25646423068392,Muy Alto
34.0,15.0,14.6,1.0,1.0,30.0,29.261167489647185,Bajo
63.0,31.0,65.1,24.0,2.0,130.0,130.0897179906102,Muy Alto
39.0,17.0,20.7,4.0,2.0,41.0,41.46778935556827,Medio
48.0,28.0,9.9,4.0,2.0,20.0,19.897090598045864,Muy Bajo
51.0,10.0,64.6,23.0,1.0,130.0,129.11670135895943,Muy Alto
50.0,25.0,65.1,29.0,2.0,130.0,130.09125120731161,Muy Alto
39.0,5.0,23.1,12.0,1.0,47.0,46.28784907260498,Medio
36.0,9.0,27.1,3.0,1.0,54.0,54.23264286630662,Medio
55.0,30.0,48.5,0.0,1.0,97.0,96.88908104622885,Muy Alto
38.0,14.0,46.3,8.0,3.0,91.0,92.58930471300789,Alto
38.0,12.0,15.2,15.0,4.0,31.0,30.582337480125044,Bajo
44.0,10.0,48.1,17.0,4.0,95.0,96.25096798001326,Muy Alto
60.0,24.0,41.5,29.0,1.0,82.0,83.00219360592968,Alto
57.0,31.0,28.2,18.0,4.0,57.0,56.495651684495485,Alto
33.0,12.0,30.4,13.0,2.0,63.0,60.84168145053005,Alto
30.0,3.0,26.6,11.0,3.0,53.0,53.311345668137676,Medio
41.0,4.0,53.5,24.0,3.0,106.0,107.02551246865187,Muy Alto
35.0,7.0,19.5,10.0,3.0,41.0,39.13933633912145,Medio
52.0,3.0,24.6,20.0,3.0,49.0,49.38462886925113,Medio
39.0,7.0,12.6,3.0,1.0,24.0,25.315695474996286,Muy Bajo
42.0,4.0,24.7,3.0,2.0,50.0,49.50382096799123,Medio
34.0,6.0,15.2,2.0,4.0,31.0,30.575787013125915,Bajo
29.0,3.0,15.5,3.0,1.0,31.0,31.094727986924617,Bajo
32.0,9.0,14.7,0.0,2.0,30.0,29.50471954066137,Bajo
34.0,8.0,18.4,0.0,2.0,37.0,36.89554761031445,Medio
61.0,10.0,61.5,27.0,2.0,123.0,122.98737935098433,Muy Alto
47.0,24.0,65.1,24.0,4.0,130.0,130.13471081917982,Muy Alto
52.0,21.0,65.1,28.0,2.0,130.0,130.10950052447083,Muy Alto
57.0,31.0,12.4,11.0,2.0,25.0,24.905111591530545,Muy Bajo
24.0,1.0,17.1,1.0,4.0,35.0,34.36180429249237,Bajo
39.0,15.0,37.9,20.0,3.0,76.0,75.8464118293783,Alto
30.0,7.0,10.8,8.0,2.0,23.0,21.738939690334973,Muy Bajo
28.0,2.0,27.1,6.0,1.0,55.0,54.24612932354757,Medio
39.0,13.0,65.1,1.0,4.0,130.0,130.1225119553356,Muy Alto
51.0,30.0,23.6,8.0,1.0,47.0,47.210524863774104,Medio
25.0,3.0,16.4,4.0,5.0,33.0,32.99158768277081,Bajo
23.0,3.0,9.5,4.0,1.0,20.0,19.111168711317013,Muy Bajo
40.0,1.0,12.3,0.0,1.0,25.0,24.737612594249814,Muy Bajo
25.0,5.0,10.3,3.0,2.0,21.0,20.729800589591438,Muy Bajo
24.0,4.0,10.8,1.0,4.0,22.0,21.78013586020444,Muy Bajo
54.0,24.0,10.3,6.0,2.0,21.0,20.727200223109318,Muy Bajo
40.0,10.0,32.0,3.0,2.0,64.0,64.04178655582899,Alto
56.0,24.0,46.5,25.0,1.0,91.0,92.96319830335602,Alto
39.0,13.0,43.3,16.0,2.0,86.0,86.59506220254437,Alto
25.0,2.0,12.8,2.0,1.0,25.0,25.700736107913166,Bajo
44.0,21.0,13.0,3.0,1.0,26.0,26.071478525110223,Bajo
25.0,3.0,20.7,0.0,4.0,41.0,41.53778687960737,Medio
30.0,1.0,29.7,8.0,2.0,57.0,59.47245881450227,Alto
39.0,3.0,29.5,13.0,2.0,59.0,59.09393370089865,Alto
18.0,0.0,6.4,0.0,1.0,13.0,12.91974100040459,Muy Bajo
52.0,15.0,24.4,9.0,2.0,50.0,48.89514324107326,Medio
42.0,18.0,19.0,10.0,1.0,38.0,38.061094018340455,Medio
43.0,15.0,59.7,16.0,1.0,120.0,119.29166538666695,Muy Alto
49.0,26.0,27.1,3.0,3.0,53.0,54.251160912847006,Medio
38.0,4.0,9.4,2.0,4.0,19.0,19.019918418050047,Muy Bajo
58.0,7.0,12.8,29.0,2.0,26.0,25.825748225399014,Bajo
50.0,22.0,22.5,12.0,1.0,44.0,45.05041297976827,Medio
20.0,0.0,8.4,0.0,5.0,17.0,17.023351547731732,Muy Bajo
28.0,9.0,21.6,9.0,1.0,42.0,43.25009040898274,Medio
33.0,14.0,28.7,3.0,4.0,58.0,57.48058331686594,Alto
41.0,13.0,27.2,13.0,5.0,54.0,54.55246751073396,Alto
44.0,0.0,13.8,2.0,4.0,29.0,27.827942281517252,Bajo
28.0,3.0,8.7,5.0,1.0,17.0,17.52781040174504,Muy Bajo
65.0,31.0,65.1,29.0,1.0,130.0,130.07497271337058,Muy Alto
37.0,16.0,17.3,0.0,3.0,35.0,34.704032402373485,Bajo
45.0,18.0,15.0,4.0,1.0,31.0,30.07733135577906,Bajo
30.0,10.0,9.4,5.0,4.0,19.0,18.98363146027278,Muy Bajo
39.0,13.0,13.6,9.0,2.0,28.0,27.324593029950307,Bajo
69.0,31.0,48.6,29.0,2.0,97.0,97.1892307850209,Muy Alto
42.0,15.0,8.4,0.0,4.0,17.0,16.988404266625288,Muy Bajo
34.0,11.0,19.3,8.0,5.0,39.0,38.77384107084122,Medio
65.0,15.0,19.3,3.0,2.0,39.0,38.739143609109775,Medio
38.0,16.0,27.8,13.0,1.0,53.0,55.62280938072713,Alto
36.0,8.0,9.0,4.0,2.0,18.0,18.150856649734813,Muy Bajo
34.0,12.0,40.3,3.0,1.0,80.0,80.5541700762995,Alto
62.0,25.0,19.8,29.0,2.0,39.0,39.73272306992898,Medio
37.0,18.0,21.7,2.0,1.0,46.0,43.42442115580867,Medio
43.0,20.0,65.1,9.0,2.0,130.0,130.06306646830689,Muy Alto
65.0,7.0,6.4,8.0,1.0,13.0,13.011572147252403,Muy Bajo
23.0,3.0,9.5,1.0,5.0,19.0,19.21500306190138,Muy Bajo
35.0,11.0,19.1,6.0,2.0,38.0,38.29246561996906,Medio
56.0,10.0,4.7,15.0,2.0,10.0,9.626010755351917,Muy Bajo
64.0,31.0,21.3,18.0,4.0,42.0,42.74409894062903,Medio
50.0,15.0,32.5,6.0,5.0,67.0,65.12898785891136,Alto
39.0,8.0,17.5,16.0,1.0,35.0,35.109175283897706,Bajo
25.0,0.0,48.0,2.0,1.0,95.0,95.9417928480629,Muy Alto
30.0,4.0,14.5,2.0,5.0,29.0,29.20487612671529,Bajo
45.0,10.0,53.2,19.0,1.0,107.0,106.35081548924882,Muy Alto
59.0,2.0,20.2,3.0,1.0,42.0,40.54398200560627,Medio
29.0,2.0,17.9,4.0,4.0,35.0,35.97019836214353,Bajo
33.0,7.0,23.2,12.0,1.0,47.0,46.466184271595985,Medio
51.0,27.0,31.4,18.0,2.0,63.0,62.82800443492335,Alto
33.0,0.0,20.2,6.0,1.0,41.0,40.49772267645284,Medio
45.0,11.0,29.0,14.0,4.0,59.0,58.13506395340051,Alto
54.0,29.0,20.2,5.0,3.0,41.0,40.48676450751556,Medio
57.0,5.0,25.4,20.0,1.0,49.0,50.93018084779861,Medio
40.0,21.0,13.4,3.0,1.0,27.0,26.860562631857782,Bajo
24.0,4.0,12.4,2.0,1.0,25.0,24.892716173469726,Muy Bajo
40.0,19.0,16.8,2.0,2.0,33.0,33.677692321231405,Bajo
49.0,11.0,25.3,8.0,4.0,52.0,50.75213707428502,Medio
33.0,11.0,17.3,9.0,3.0,35.0,34.72834570330775,Bajo
35.0,0.0,14.6,4.0,1.0,30.0,29.325584823362266,Bajo
27.0,7.0,14.1,3.0,2.0,30.0,28.308669189081204,Bajo
20.0,0.0,6.8,0.0,5.0,14.0,13.830924307200574,Muy Bajo
49.0,23.0,59.7,24.0,2.0,125.0,119.31432638582666,Muy Alto
28.0,7.0,24.1,4.0,1.0,46.0,48.23803076346666,Medio
27.0,0.0,9.0,2.0,4.0,18.0,18.21231407053656,Muy Bajo
19.0,0.0,10.0,0.0,5.0,20.0,20.21352311241658,Muy Bajo
36.0,2.0,22.9,9.0,5.0,43.0,45.99734916328053,Medio
33.0,3.0,15.4,1.0,1.0,30.0,30.901070124852506,Bajo
56.0,22.0,19.6,12.0,2.0,40.0,39.304813947626045,Medio
38.0,12.0,18.9,12.0,1.0,39.0,37.87867082073919,Medio
42.0,3.0,64.1,24.0,3.0,127.0,128.18142733724923,Muy Alto
34.0,13.0,21.4,2.0,1.0,44.0,42.83821764183101,Medio
38.0,0.0,19.9,5.0,1.0,40.0,39.90884401662271,Medio
42.0,20.0,32.5,18.0,3.0,66.0,65.05643943603957,Alto
44.0,18.0,14.3,6.0,1.0,29.0,28.681542625124514,Bajo
31.0,7.0,13.9,8.0,1.0,28.0,27.89938185846775,Bajo
53.0,24.0,26.1,16.0,1.0,50.0,52.23879157588624,Medio
41.0,16.0,65.1,19.0,2.0,130.0,130.08963932816366,Muy Alto
31.0,10.0,22.0,10.0,2.0,43.0,44.079853740127,Medio
47.0,17.0,53.9,19.0,1.0,109.0,107.72521268904862,Muy Alto
34.0,9.0,19.9,3.0,3.0,41.0,39.91649150470909,Medio
64.0,16.0,13.0,29.0,4.0,27.0,26.258159739939003,Bajo
26.0,1.0,14.4,1.0,4.0,28.0,28.979094675788662,Bajo
66.0,31.0,65.1,29.0,1.0,130.0,130.07722838921688,Muy Alto
60.0,9.0,17.5,2.0,2.0,35.0,35.15777999821164,Bajo
63.0,12.0,6.4,8.0,2.0,13.0,13.015058460641583,Muy Bajo
39.0,18.0,43.0,13.0,3.0,85.0,85.99974896564035,Alto
36.0,12.0,19.1,7.0,1.0,38.0,38.265328216802615,Medio
38.0,7.0,48.3,12.0,2.0,96.0,96.58580627290266,Muy Alto
45.0,13.0,21.4,14.0,2.0,43.0,42.909094539927885,Medio
50.0,4.0,65.1,22.0,1.0,130.0,130.13347460971008,Muy Alto
34.0,13.0,21.5,9.0,2.0,41.0,43.07592415084135,Medio
26.0,5.0,10.2,2.0,1.0,20.0,20.50381134519983,Muy Bajo
49.0,24.0,29.2,2.0,2.0,59.0,58.42016089680377,Alto
40.0,12.0,24.1,1.0,5.0,49.0,48.34978960304587,Medio
64.0,31.0,5.1,19.0,2.0,10.0,10.368067489227862,Muy Bajo
52.0,13.0,56.6,2.0,3.0,112.0,113.16650167123527,Muy Alto
33.0,5.0,16.9,6.0,3.0,34.0,33.94848044418177,Bajo
36.0,4.0,27.0,6.0,3.0,55.0,54.11127315180578,Medio
34.0,0.0,27.9,8.0,2.0,56.0,55.89382959652212,Alto
49.0,12.0,47.3,7.0,3.0,99.0,94.6154646896515,Muy Alto
20.0,0.0,11.0,0.0,4.0,22.0,22.183904527352215,Muy Bajo
56.0,22.0,47.3,20.0,2.0,96.0,94.58632600101822,Muy Alto
47.0,5.0,39.2,10.0,1.0,77.0,78.42653972429605,Alto
46.0,21.0,44.8,23.0,3.0,90.0,89.61130248408625,Alto
39.0,20.0,38.2,14.0,2.0,77.0,76.389245440802,Alto
51.0,23.0,43.1,28.0,5.0,87.0,86.28513670158475,Alto
46.0,6.0,65.1,7.0,1.0,130.0,130.09314048592944,Muy Alto
28.0,1.0,13.8,6.0,1.0,28.0,27.712906610864515,Bajo
32.0,0.0,8.0,4.0,1.0,16.0,16.15005542863233,Muy Bajo
63.0,13.0,15.5,29.0,1.0,31.0,31.1741339413912,Bajo
45.0,15.0,54.3,11.0,4.0,110.0,108.5952740029845,Muy Alto
56.0,26.0,65.1,29.0,2.0,130.0,130.10095653815728,Muy Alto
60.0,4.0,16.6,14.0,1.0,33.0,33.37296518787593,Bajo
24.0,1.0,8.7,2.0,5.0,18.0,17.630279497408523,Muy Bajo
55.0,0.0,48.5,16.0,1.0,101.0,97.0291736765871,Muy Alto
52.0,17.0,20.7,7.0,2.0,42.0,41.50184393595648,Medio
51.0,29.0,62.1,25.0,1.0,125.0,124.0589418981424,Muy Alto
62.0,28.0,10.5,5.0,3.0,20.0,21.154548492798064,Muy Bajo
33.0,12.0,11.6,8.0,5.0,23.0,23.404200575706557,Muy Bajo
40.0,0.0,43.5,13.0,5.0,87.0,87.122837762817,Alto
68.0,22.0,30.9,24.0,1.0,61.0,61.87018133533521,Alto
30.0,0.0,24.4,10.0,4.0,48.0,48.958808739884425,Medio
35.0,2.0,17.8,3.0,4.0,36.0,35.7826287832261,Bajo
56.0,16.0,65.1,22.0,1.0,130.0,130.10106397400185,Muy Alto
27.0,3.0,26.3,1.0,1.0,53.0,52.63594664589316,Medio
45.0,22.0,18.2,9.0,1.0,37.0,36.45475559722304,Bajo
57.0,4.0,56.7,24.0,3.0,111.0,113.4464577632551,Muy Alto
29.0,1.0,8.4,0.0,5.0,17.0,17.039823906116325,Muy Bajo
62.0,31.0,48.3,22.0,1.0,96.0,96.53668114002,Muy Alto
61.0,14.0,65.1,29.0,1.0,130.0,130.13103832193227,Muy Alto
34.0,4.0,8.5,0.0,1.0,17.0,17.130577670213963,Muy Bajo
45.0,3.0,17.6,9.0,1.0,35.0,35.3303411424351,Bajo
47.0,16.0,13.9,5.0,1.0,28.0,27.89628335953292,Bajo
47.0,15.0,23.6,18.0,2.0,47.0,47.301843624734786,Medio
39.0,8.0,30.2,1.0,4.0,61.0,60.50683639241062,Alto
46.0,20.0,27.2,3.0,2.0,54.0,54.43975164699166,Medio
46.0,6.0,45.6,16.0,1.0,90.0,91.1996258751146,Alto
32.0,1.0,16.1,13.0,2.0,33.0,32.34922327899042,Bajo
51.0,25.0,17.1,8.0,5.0,35.0,34.36899796524772,Bajo
54.0,31.0,65.1,29.0,4.0,130.0,130.13158413778913,Muy Alto
25.0,2.0,30.0,0.0,3.0,59.0,60.070457653184235,Alto
55.0,11.0,47.9,22.0,1.0,96.0,95.79935908360648,Muy Alto
47.0,4.0,27.0,2.0,1.0,52.0,54.075495287781585,Medio
49.0,22.0,41.7,17.0,1.0,84.0,83.36516884760618,Alto
37.0,2.0,18.6,9.0,4.0,38.0,37.39281534395672,Medio
51.0,10.0,12.9,10.0,1.0,25.0,25.94089604028955,Bajo
66.0,29.0,11.2,4.0,1.0,22.0,22.500569885736137,Muy Bajo
24.0,0.0,17.0,0.0,3.0,34.0,34.13738809648663,Bajo
50.0,0.0,43.2,19.0,1.0,87.0,86.44771085748235,Alto
39.0,4.0,31.9,20.0,2.0,64.0,63.889784357697714,Alto
29.0,10.0,14.9,6.0,1.0,30.0,29.875497496486453,Bajo
53.0,1.0,65.1,24.0,4.0,130.0,130.23630553159757,Muy Alto
27.0,3.0,21.3,5.0,2.0,43.0,42.69306053132423,Medio
31.0,0.0,17.4,6.0,2.0,34.0,34.933604940073344,Bajo
37.0,4.0,20.7,4.0,2.0,41.0,41.51305141889387,Medio
49.0,28.0,49.2,22.0,2.0,101.0,98.34172513575595,Muy Alto
45.0,19.0,33.8,16.0,1.0,67.0,67.6034458853328,Alto
39.0,3.0,11.9,5.0,5.0,24.0,24.046042462087314,Muy Bajo
52.0,24.0,23.7,11.0,1.0,45.0,47.44001038193284,Medio
33.0,4.0,22.1,6.0,1.0,44.0,44.27341512765491,Medio
32.0,2.0,25.2,8.0,4.0,50.0,50.54872240045413,Medio
66.0,9.0,4.5,13.0,1.0,9.0,9.223047683813975,Muy Bajo
67.0,31.0,65.1,29.0,2.0,130.0,130.1066253513058,Muy Alto
60.0,30.0,34.3,15.0,1.0,67.0,68.59122163767745,Alto
35.0,8.0,24.1,9.0,1.0,47.0,48.25787642746899,Medio
54.0,31.0,30.0,2.0,1.0,58.0,59.973710540433046,Alto
32.0,6.0,10.2,1.0,1.0,21.0,20.51193974458343,Muy Bajo
56.0,4.0,53.5,8.0,1.0,106.0,106.97983413046805,Muy Alto
59.0,16.0,19.4,8.0,2.0,38.0,38.92919218964331,Medio
43.0,9.0,65.1,10.0,1.0,130.0,130.07961808008022,Muy Alto
48.0,1.0,15.3,0.0,2.0,31.0,30.768600363258834,Bajo
43.0,4.0,48.6,18.0,3.0,98.0,97.24375380744536,Muy Alto
46.0,18.0,65.1,16.0,1.0,130.0,130.06138817830202,Muy Alto
55.0,11.0,10.6,6.0,2.0,21.0,21.377809421573435,Muy Bajo
54.0,5.0,25.0,1.0,2.0,50.0,50.1224865985902,Medio
38.0,2.0,32.4,3.0,4.0,64.0,64.92029438061184,Alto
23.0,1.0,12.1,4.0,4.0,24.0,24.387944284372416,Muy Bajo
33.0,3.0,15.9,16.0,1.0,32.0,31.922357609449556,Bajo
58.0,1.0,65.1,27.0,1.0,130.0,130.1708908464874,Muy Alto
29.0,0.0,15.5,0.0,2.0,31.0,31.128624651477562,Bajo
47.0,3.0,12.9,2.0,1.0,26.0,25.94605895483295,Bajo
38.0,0.0,14.5,3.0,4.0,29.0,29.212672075633858,Bajo
58.0,31.0,9.0,23.0,1.0,18.0,18.11524127255035,Muy Bajo
47.0,12.0,16.8,1.0,1.0,33.0,33.69156490407604,Bajo
39.0,10.0,26.1,11.0,1.0,54.0,52.25292959597797,Medio
21.0,2.0,15.0,0.0,1.0,29.0,30.07814699733413,Bajo
27.0,1.0,17.8,5.0,4.0,34.0,35.77156596361196,Bajo
36.0,17.0,12.0,6.0,5.0,24.0,24.186776929293273,Muy Bajo
39.0,9.0,25.9,6.0,1.0,52.0,51.849820257833386,Medio
56.0,8.0,56.7,26.0,2.0,117.0,113.4048997671616,Muy Alto
26.0,1.0,11.5,1.0,4.0,24.0,23.192820302325945,Muy Bajo
63.0,31.0,65.1,29.0,1.0,130.0,130.07046136167796,Muy Alto
46.0,7.0,36.7,12.0,3.0,73.0,73.4858954720649,Alto
65.0,27.0,65.1,24.0,2.0,130.0,130.10954423923152,Muy Alto
55.0,9.0,13.7,2.0,2.0,27.0,27.564486922718608,Bajo
29.0,6.0,10.4,6.0,5.0,22.0,21.020675924391846,Muy Bajo
69.0,27.0,6.5,14.0,1.0,13.0,13.153008657299843,Muy Bajo
43.0,8.0,14.8,1.0,1.0,30.0,29.707323046955544,Bajo
39.0,12.0,22.4,14.0,1.0,44.0,44.86751494817154,Medio
31.0,0.0,8.8,2.0,1.0,18.0,17.740859510127457,Muy Bajo
39.0,20.0,15.7,1.0,4.0,32.0,31.529519834310978,Bajo
29.0,2.0,11.1,8.0,1.0,23.0,22.327266457006463,Muy Bajo
32.0,5.0,25.8,7.0,4.0,52.0,51.73281951149473,Medio
53.0,4.0,51.8,29.0,2.0,108.0,103.64137000681089,Muy Alto
50.0,8.0,41.6,17.0,1.0,84.0,83.2214999601697,Alto
34.0,10.0,8.9,1.0,2.0,18.0,17.934430352658445,Muy Bajo
24.0,1.0,8.4,0.0,3.0,17.0,16.9742629543995,Muy Bajo
32.0,6.0,15.1,7.0,5.0,31.0,30.406774902453105,Bajo
32.0,9.0,13.6,1.0,2.0,26.0,27.31150274425827,Bajo
50.0,17.0,18.8,6.0,2.0,38.0,37.70474830467105,Medio
69.0,29.0,7.9,23.0,1.0,16.0,15.952917427458901,Muy Bajo
48.0,29.0,65.1,18.0,2.0,130.0,130.05407871260752,Muy Alto
31.0,1.0,23.0,5.0,2.0,46.0,46.10169462623815,Medio
47.0,17.0,42.1,3.0,3.0,88.0,84.21011345922349,Alto
38.0,18.0,48.5,14.0,3.0,99.0,96.97303886058197,Muy Alto
29.0,8.0,15.1,0.0,4.0,29.0,30.3541706199727,Bajo
20.0,0.0,24.7,0.0,5.0,49.0,49.54620406064288,Medio
35.0,4.0,30.7,17.0,3.0,62.0,61.508851715770554,Alto
40.0,8.0,12.3,6.0,4.0,24.0,24.801696972124983,Muy Bajo
62.0,31.0,20.5,9.0,1.0,42.0,41.04775772678426,Medio
45.0,10.0,54.3,11.0,1.0,109.0,108.53299376541742,Muy Alto
45.0,19.0,28.8,13.0,1.0,58.0,57.62237996428674,Alto
32.0,12.0,18.8,8.0,1.0,38.0,37.65930233727987,Medio
57.0,4.0,65.1,17.0,2.0,130.0,130.1685209695665,Muy Alto
27.0,7.0,16.2,3.0,3.0,33.0,32.52587122852099,Bajo
39.0,11.0,37.6,9.0,2.0,73.0,75.21865908638199,Alto
59.0,16.0,64.2,21.0,1.0,128.0,128.31051374727994,Muy Alto
41.0,18.0,32.6,17.0,1.0,65.0,65.20550840724346,Alto
27.0,5.0,15.3,2.0,3.0,31.0,30.73621142272449,Bajo
49.0,20.0,13.5,0.0,1.0,27.0,27.079488346853704,Bajo
49.0,27.0,18.1,2.0,2.0,36.0,36.26121074292237,Bajo
53.0,31.0,65.1,29.0,2.0,130.0,130.0750458894575,Muy Alto
53.0,29.0,25.0,15.0,2.0,49.0,50.050418581640784,Medio
38.0,15.0,19.4,9.0,1.0,39.0,38.860087366322446,Medio
24.0,2.0,19.1,0.0,3.0,38.0,38.31979140121943,Medio
45.0,21.0,56.1,26.0,4.0,110.0,112.18743627512009,Muy Alto
28.0,6.0,12.6,8.0,4.0,24.0,25.38402028095737,Bajo
35.0,1.0,31.8,3.0,1.0,64.0,63.63877200337795,Alto
22.0,2.0,10.3,0.0,2.0,21.0,20.729788940362816,Muy Bajo
41.0,4.0,36.4,13.0,1.0,73.0,72.83481751690707,Alto
36.0,1.0,19.6,1.0,2.0,39.0,39.3227573934927,Medio
47.0,3.0,29.9,28.0,5.0,60.0,60.0151637484609,Alto
28.0,3.0,12.5,1.0,2.0,25.0,25.130658658400897,Muy Bajo
41.0,1.0,20.0,1.0,1.0,41.0,40.105001296614375,Medio
54.0,30.0,57.4,21.0,1.0,118.0,114.6778174565406,Muy Alto
42.0,6.0,34.7,18.0,2.0,68.0,69.47248774477768,Alto
37.0,3.0,18.5,8.0,2.0,37.0,37.13360041324399,Medio
